tag,total,count,indicators,subfield,sample_bibs
856,6657244,297,4_,v,4204488 4264799 4605168 4794769 5189881 5306485 6197882 6926566 6981779 7026244 7141718 7213217 7632806 7663948 7663948 7665591 7719301 7746766 7791846 7791846 7799772 7984622 9408950 9459960 9460090 9557032 9561763 9576924 9583603 9622429 9628893 9660675 11057515 11159390 11174182 11178727 11270633 11284312 11287307 11304203 11304223 11327405 12650699 12676656 12680087 12680630 12699513 12699516 12715075 12715075 12719968 12731783 15816342
856,6657244,268,__,3,4089149 4229735 4356439 5159356 5169197 6330653 6363494 6405647 6456488 6456500 6456555 6456561 6456563 6456566 6456577 7654504 7654505 7756898 7825063 8010479 8013998 8027513 8075113 8393262 8551112 9561961 9561961 9569250 9648786 9694102 9694102 9728200 9928851 9931886 10083222 11146204 11170893 11172350 11206274 11206274 11206274 11343776 11384321 11645209 11645209 12767871 12767871 12803290 12805174 12883358 12956376 12956845 12957069 12960844 12960844 14494333 14526076 14526076 14527765 14575912 14580514 14617870 14623545 14623626 14711741 15613751 15645963 15669403 15703377 15704582 15714300 15769617
856,6657244,247,41,a,293586 475398 613499 613499 722040 722040 723531 752238 1062445 1067020 1178408 1268850 1765401 2075145 2689151 2714811 2965737 3173141 3212035 3260605 3284204 3284204 3285663 3301442 3301452 3305987 3868439 4163770 4209537 4287965 4421918 4421918 4585207 4596314 4596314 4633590 4876072 4887769 5170693 5170693 5170693 5170693 5173374 5183652 5183711 5183711 6152613 6178256 6216403 6250993 6366302 6395279 6431059 6436422 6460805 6504264 7630705 7630705 7722363 7729193 7731857 7768145 7768160 7768163 7768165 7779744 9371152 9373473 9373689 9545510 9561674 9576334 9605802 9607554 9609931 9640040 11156680 11623213 11650312 11650313 11670915 11671801 11696309 11698289 11698959 11728521 12717383 12862347 13004233 13088756 13095207 13172861 13242579 13385039 13613032 13693397 14609152 14884873 14914364 15007391 15007402 15653099 15718720
856,6657244,234,7_,z,464812 465273 467214 468367 468858 474021 478855 484356 576876 718115 1073193 1073193 3027806 3289551 3289551 3474925 3498258 4035078 4097596 4104900 4107740 4107749 4109095 4156059 4156059 4165000 4166597 4905780 4936427 5109501 5128902 5128902 5128905 5128905 5129512 5129512 5129606 6152535 7024454 8565631 8565631 8565672 8565672 8566696 8566696 8566756 8566756 8566841 8566841 10608976 13549347
856,6657244,188,41,x,199485 3210557 3275421 3505631 3883916 3977895 3977931 3983314 3983315 4000879 4001008 4002080 4002787 4005454 4891684 5196978 5361340 5391164 5567561 5585292 5608219 5643144 5654131 5671476 6223560 6512198 6611672 6682744 6826150 7643340 7757375 7845788 7928191 7928192 7961286 8055231 8055231 8098502 8123558 9585989 9611329 9614878 9615800 9630484 9697545 9697611 9697707 9717047 9838008 11080572 11135785 11135785 11292269 11375086 11728820 11783351 11913100 11959704 12191588 12773405 12836888 12836953 13121124 13322761 13384642 13472665 13612983 13628129 13628420 14448367 14520100 14521474 14525520 14578716 14621341 14698804 14700574 14785054 14797952 15643616 15716411 15739814 15786218
856,6657244,159,4_,m,4456112 4456112 4605168 7026244 7141718 7213217 7663948 7663948 7663948 7719296 7719301 7746766 7746785 7984622 8011564 8037345 9408950 9460090 9479797 9557032 9561763 9576924 9583603 9586037 9619902 9622429 11057515 11159390 11174182 11178727 11196013 11199914 11199914 11199914 11199914 11228893 13917887
856,6657244,150,40,O,9317899 9317900 9317901 9317902 9317903 9317905 9317907 9317919 9317921 9317923
856,6657244,122,41,d,2465520 3256335 3256335 3256335 3308005 4985521 4995778 5014867 5100945 5105717 5131547 5160778 5163201 5163475 5164358 6162890 6166006 6178804 6192467 6192513 6201960 6235464 6252936 6281096 6308055 8013958 8014343 8934110 9058240 9060495 9061914 9212422 9227781 9440093 9455584 9456723 9459035 9474706 9475325 9480237 9482183 9621348 9651694 11076418 11184972 11185615 11663541 11697919 11698066 11703721 11707557 11709956 11710000 13497555 13546028 13557852 13567191 13568556 13588683 13588693 13601912 13601931 13618038 14473021 14862822 14863065 14868267 14868281 14868302 14868417 14870301 14877269 14877407
856,6657244,120,41,f,2465520 3256335 3256335 3256335 3308005 4823959 4985521 4995778 5014867 5100945 5105717 5131547 5160778 5163201 5163475 5164358 6162890 6166006 6178804 6192467 6192513 6201960 6235464 6252936 6281096 6308055 8013958 8014343 8934110 9058240 9060495 9212422 9227781 9440093 9455584 9456723 9459035 9474706 9475325 9480237 9482183 9621348 9651694 11076418 11184972 11185615 11663541 11697919 11698066 11703721 11707557 11709956 11710000 13497555 13546028 13557852 13567191 13568556 13588683 13588693 13601912 13601931 13618038 14473021 14862822 14863065 14868267 14868281 14868302 14868417 14870301 14877269 14877407
856,6657244,117,42,m,2748143 5324027 9343662 9553785 9748404 9818848 9913654 9926830 9936188 9956480 9978382 10071792 10079373 11082215 11097070 11103010 11103392 11162447 11164625 11168350 11170722 11170865 11174137 12895575 13024246 13073311 13084427 13098076 13121490 13534927 13534927 13587857 13637208 14545864 14875002 15547079 15573946 15689855 15790496 15797653
856,6657244,113,41,v,36624 179259 370319 765937 3232589 4050000 4370895 4720789 4784779 5328028 5328028 5330122 5330122 6164450 6365665 6577584 6659416 6714441 6926566 7313610 7656720 7751920 7791846 7814104 8027606 8063321 8076381 8165511 8347581 8387703 9561674 10114388 10197035 10435817 10532207 10537546 11286082 11362950 11413541 11624431 11688873 11788888 11800042 11807893 11953586 11967647 12648098 12650716 12661357 12738849 12757018 12821458 12831277 12833317 12833412 12838507 14496743 14534122 14579776 14797260
856,6657244,98,40,q,4255782 4576078 4711398 4711401 4711403 4711406 4723620 4739415 4761395 4761423 6334509 6406108 6421364 6526631 6551362 6551363 6614357 6614379 7484666 7484667 7628128 7628129 7628130 7628131 7628133 7628134 7628135 7628136 7705362 7706951 12443137 12443137 15722023
856,6657244,96,40,i,5677236 8118616 9382196 9382196 9932888 9932888 10430427 10433474 10458255 10458255 11246967 11246967 11247035 11247035 11335915 11348004 11348004 11348103 11348103 11348115 12724439 12778823 12961499 13025141 13074160 13116613 13229363 13229363 13256707 13258463 14607003 14607004 14607005 14607006
856,6657244,76,42,a,662314 662314 662314 4555654 4913093 5383752 6193399 6193399 6193399 6368858 7033104 7128548 7661498 7684007 7919104 7921820 8071521 8129252 8513685 8566423 8781187 8781187 9597158 9642342 9744274 9777594 9931740 10111272 10119974 10133904 10167312 10167312 11174738 11259409 11297817 11645789 11809786 11941045 12295284 12305638 12404752 12407721 12768996 12860152 12866755 12866764 12866771 12992587 13103385 13201109 13385439 13508376 14578901 14848826 14884222 14956775 14956776 15696629 15722756 15754519
856,6657244,56,4_,a,86458 4587082 4679305 4900013 5145800 5145800 5173706 5818356 6338774 6398024 6398042 6642588 6643980 6650423 6661329 6772096 6773706 7060004 7896359 7909189 8028577 8169455 8191593 8197832 8331228 8504806 8809204 8809204 9381454 9647672 10126183 10513919 10527150 10527150 10527150 11397644 12478535 13079868 13219730 13408226 13408226 13408602 13408602 13429706 13544282 14544448 15522469 15524545 15524722 15525415 15525616 15532142 15532167
856,6657244,47,__,x,4671199 8075113 8864338 9334870 9334870 9858194 9928851 10083222 10200732 10422280 10516394 11146204 12418346 12860684 13263057 13393091 13889351 13917501 13918061 14027739 14079804 14089460 14117986 14494333 14575912 14580514 14617870 14623545 14623626 14740337 14798664 14799218 14885892 15613751 15645963 15669403 15703377 15704582 15714300
856,6657244,37,40,2,3954634 4076400 4076418 4089363 4089436 4089728 4089728 4090548 4165285 4211557 5102653 5122298 5129973 5145216 5145359 5156093 5157572 5160152 5160153 5163925 6346130 7555408
856,6657244,32,42,x,261693 3588752 6795338 8383517 8383552 8383636 8383782 8383787 8383838 8392595 8392656 8392746 8393214 12850199 13975406 14049005 14049005 14079912 14079912 14578716 14611529 14634085 15573946
856,6657244,30,48,u,2111705 3134035 5198392 6316308 6766437 8484169 8516521 8703504 9799188 9799189 9799190 9799192 10138501 10138503 10138530 10138532 10138533 10214820 11206599 11206616 11206629 11263506 12635126 14071098 14575388 15731183 15773547 15773722
856,6657244,30,__,a,488429 724158 751900 3657661 4323849 5138114 6179911 7024457 7207739 7223872 7945881 7945881 7945881 8121536 8138163 8172236 8337883 8792333 9368117 9370623 9455865 9561961 9561961 10127164 10127164 10563814 11344218 12184343 12523390 15812927
856,6657244,24,_2,u,3767859 6531449 9102190 9639222 9656581 9914691 10437516 11263780 11263780 11944329 11944364 11965257 11967562 11975648 11975769 12226088 13335900 13429057 13438293 13570303 13859647 13859647 14159161 14913636
856,6657244,21,__,q,7756898 7892302 8864338 8897086 9334870 9694102 9694102 9895432 9895432 9895432 9895432 10069336 10069336 10069336 10169682
856,6657244,20,41,m,2075145 2689151 3232589 8400118 8400118 8703320 8988914 9760341 10077067 10197035 10465669 10537546 11286082 11773271 12276827 12276913 12446486 13095207 13613032 14118257
856,6657244,18,__,m,8864338 9694102 9895432 9895432 9895432 9895432 10069336 10069336 10069336 10088100 10088100
856,6657244,15,1_,u,3020426 3623742 5159462 5184425 5987051 6031604 6393266 6593685 6737862 6737865 6737865 6737870 6737891 7071832 15750749
856,6657244,15,48,y,9799188 9799189 9799190 9799192 10138501 10138503 10138530 10138532 10138533 10214820 11206599 11206616 11206629
856,6657244,14,40,n,11964168 11964168 11964452 11964452 11966311 11966311 11966466 11966466 11966798 11966798
856,6657244,14,4_,i,13003749 13197190 13197190 13265259 13331264 13372974 13384642 13399811 13407760 13407760
856,6657244,14,_0,u,6429263 6429305 7328220 7428566 8705420 8705421 8705422 8952099 10547474 11372837 12606834 12731364 12731364 13408417
856,6657244,10,42,i,2014600 2530310 4090940 12176099 13975406 14049005 14049005 14578716 14593622 14611529
856,6657244,10,7_,d,2090245 3843727 4087032 4268130 4908944 5205089 6149807 6254514 6392718 8937394
856,6657244,10,7_,f,2090245 3843727 4087032 4268130 4908944 5205089 6149807 6254514 6392718 8937394
856,6657244,9,40,7,15584172 15591695 15591862 15591869 15591882 15651525 15696507 15732887 15778493
856,6657244,9,41,i,2567787 5743581 5745271 6706930 10119135 12608256 13384642 14578716 14915085
856,6657244,9,42,s,5036623 8570119 8609765 8609842 8625065 8625290 8699325 8699755 9869242
856,6657244,9,48,z,2111705 3134035 5198392 6316308 6766437 8484169 8516521 12635126 14071098
856,6657244,9,7_,g,2090245 3843727 4087032 4268130 5205089 6149807 6254514 6392718 8937394
856,6657244,9,_1,u,5960148 9103207 9957578 10283122 11263780 11462825 12500061 13060752 13060757
856,6657244,8,0_,u,4137788 4836900 5184208 6483182 6488909 9032816 9068165 9589622
856,6657244,8,41,w,10187148 10187148 10556210 14474715 14474715 14474715 14474715 14474715
856,6657244,8,42,v,7837582 10071792 10114388 11120641 11174137 11929517 14879914 15573946
856,6657244,8,4_,n,9352562 9586037 9619902 10124676 10126203 10431242 10431307 14800865
856,6657244,8,_2,3,3767859 9102190 11263780 11263780 13335900 13570303 13859647 13859647
856,6657244,8,__,d,11980964 12500491 13887041 14048569 14061203 14740048 14744325 14867327
856,6657244,6,40,d,6551362 6551363 6614357 6614379 9643606 9643606
856,6657244,6,41,h,476911 6195001 6195037 6195050 6436422 9623695
856,6657244,6,48,3,5198392 8484169 8516521 15731183 15773547 15773722
856,6657244,6,71,2,4243714 6122921 6152423 8842805 11024848 11974619
856,6657244,6,_2,a,5347444 11084182 12403548 13539590 13701613 14579507
856,6657244,5,11,u,8828336 8828336 9235850 10579988 13549336
856,6657244,5,1_,z,3020426 3623742 3884412 5159462 5162363
856,6657244,5,40,f,6551362 6551363 6614357 6614379 8118616
856,6657244,5,40,h,7790636 8849653 11647070 12729056 13617605
856,6657244,5,40,w,7845671 9942609 9942609 9942609 11899533
856,6657244,5,71,3,4243714 6122921 6152423 8842805 11974619
856,6657244,5,71,u,4243714 6122921 6152423 8842805 11024848
856,6657244,5,7_,a,717986 5133178 6528655 9032131 14770016
856,6657244,5,_0,z,6429263 6429305 7328220 7428566 11372837
856,6657244,5,_1,3,5960148 11263780 12500061 13060752 13060757
856,6657244,5,_4,3,719269 3885535 5747239 6698857 11346167
856,6657244,5,_4,u,719269 3885535 5747239 6698857 11346167
856,6657244,4,NA,NA,7698637 8924850 11781751 11781751
856,6657244,4,11,z,8828336 8828336 9235850 13549336
856,6657244,3,0_,3,6483182 6488909 9068165
856,6657244,3,1_,3,6737862 6737865 6737865
856,6657244,3,1_,a,3884412 5162363 5196904
856,6657244,3,1_,l,3884412 3997065 5196904
856,6657244,3,41,t,7698637 10187148 10187148
856,6657244,3,72,u,4596774 14106961 15776730
856,6657244,3,_0,a,11853883 13061074 15671576
856,6657244,3,_0,x,6429263 12893811 13408417
856,6657244,3,_1,z,9103207 10283122 11462825
856,6657244,3,_2,m,9102190 9656581 10437516
856,6657244,3,_2,q,9102190 9656581 10437516
856,6657244,2,12,u,8828336 15750749
856,6657244,2,12,z,8828336 15750749
856,6657244,2,1_,d,3997065 5196904
856,6657244,2,1_,f,3884412 15750749
856,6657244,2,40,b,4089363 12605016
856,6657244,2,40,c,8118616 12605016
856,6657244,2,41,2,3729165 5975098
856,6657244,2,41,c,4823959 8856456
856,6657244,2,71,f,11974619 11974619
856,6657244,2,71,z,11024848 11974619
856,6657244,2,72,2,4596774 15776730
856,6657244,2,72,3,14106961 15776730
856,6657244,2,_0,3,12731364 12731364
856,6657244,2,_0,y,12606834 12893811
856,6657244,2,_2,y,9639222 9914691
856,6657244,2,__,2,9110593 11344218
856,6657244,2,__,n,8864338 9694102
856,6657244,1,01,u,15811609
856,6657244,1,02,u,11153531
856,6657244,1,02,y,11153531
856,6657244,1,08,3,12412416
856,6657244,1,08,u,12412416
856,6657244,1,0_,a,9589622
856,6657244,1,0_,z,4836900
856,6657244,1,10,3,11822161
856,6657244,1,10,u,11822161
856,6657244,1,14,3,7769787
856,6657244,1,14,u,7769787
856,6657244,1,1_,b,7151807
856,6657244,1,1_,c,5184425
856,6657244,1,1_,h,7151807
856,6657244,1,1_,m,5196904
856,6657244,1,1_,n,5196904
856,6657244,1,1_,o,5196904
856,6657244,1,1_,p,7151807
856,6657244,1,2_,l,4441317
856,6657244,1,2_,u,4501722
856,6657244,1,2_,z,4441317
856,6657244,1,30,u,12319424
856,6657244,1,30,x,13538595
856,6657244,1,30,y,13538595
856,6657244,1,31,u,7850091
856,6657244,1,3_,a,5162168
856,6657244,1,3_,j,5162168
856,6657244,1,3_,m,5162168
856,6657244,1,3_,n,5162168
856,6657244,1,3_,r,5162168
856,6657244,1,40,6,15587277
856,6657244,1,40,k,8118616
856,6657244,1,40,l,8118616
856,6657244,1,40,m,11786650
856,6657244,1,40,o,11776260
856,6657244,1,40,t,6429535
856,6657244,1,41,6,7048091
856,6657244,1,41,8,3041269
856,6657244,1,41,r,4414923
856,6657244,1,42,2,4916665
856,6657244,1,42,b,7656809
856,6657244,1,42,k,469883
856,6657244,1,42,l,469883
856,6657244,1,42,t,12301162
856,6657244,1,44,3,7070852
856,6657244,1,44,u,7070852
856,6657244,1,4_,2,6526271
856,6657244,1,4_,6,13699635
856,6657244,1,4_,b,13079868
856,6657244,1,4_,d,13079868
856,6657244,1,71,d,11974619
856,6657244,1,71,q,11974619
856,6657244,1,7_,6,5473367
856,6657244,1,7_,n,4908944
856,6657244,1,_0,8,15671576
856,6657244,1,_0,b,13061074
856,6657244,1,_0,c,13061074
856,6657244,1,_0,e,13061074
856,6657244,1,_0,v,11853883
856,6657244,1,_8,3,6049679
856,6657244,1,_8,6,6049679
856,6657244,1,__,i,9334870
856,6657244,1,__,v,10494185
600,6388916,1761390,10,a,14 23 72 94 117 124 131 132 145 155 907221 907241 907243 907245 907247 907249 907254 907256 907262 907265 1830129 1830149 1830161 1830165 1830194 1830196 1830196 1830196 1830196 1830202 2803262 2803262 2803263 2803267 2803275 2803275 2803293 2803308 2803342 2803353 3802853 3802858 3802858 3802858 3802858 3802858 3802858 3802869 3802869 3802870 4824459 4824462 4824462 4824464 4824468 4824478 4824482 4824484 4824485 4824490 6017145 6017167 6017182 6017190 6017190 6017190 6017202 6017202 6017216 6017217 7607660 7609662 7609662 7609662 7610450 7610875 7611264 7611264 7611300 7611312 9371185 9371215 9371215 9371222 9371240 9371256 9371333 9371392 9371429 9371429 11054516 11054516 11054528 11054532 11054532 11054539 11054576 11054593 11054601 11054630 12638398 12638518 12638617 12638617 12638674 12638674 12638675 12638678 12638678 12638682 14408892 14415732 14415737 14415737 14415737 14415759 14415765 14415766 14415772 14415833 15589737 15589738 15589738 15589744 15589744 15589750 15589750 15589755 15589755 15589760
600,6388916,1424370,10,d,14 23 72 94 117 124 131 132 145 155 907221 907241 907243 907245 907247 907249 907254 907262 907265 907269 1830129 1830149 1830161 1830165 1830194 1830196 1830196 1830196 1830196 1830202 2803267 2803293 2803342 2803353 2803363 2803372 2803386 2803398 2803398 2803401 3802853 3802858 3802858 3802858 3802858 3802882 3802885 3802895 3802904 3802911 4824459 4824462 4824462 4824464 4824468 4824478 4824482 4824484 4824485 4824490 6017145 6017167 6017182 6017190 6017190 6017190 6017202 6017202 6017216 6017236 7609662 7609662 7609662 7610450 7610875 7611264 7611264 7611312 7611317 7611339 9371185 9371215 9371222 9371240 9371256 9371333 9371392 9371429 9371429 9371456 11054516 11054516 11054532 11054539 11054593 11054630 11054639 11055121 11055388 11055488 12638398 12638518 12638617 12638617 12638674 12638674 12638678 12638678 12638685 12638685 14408892 14415732 14415737 14415737 14415737 14415759 14415765 14415766 14415772 14415833 15589737 15589738 15589738 15589744 15589744 15589755 15589755 15589760 15589763 15589771
600,6388916,389989,10,x,179 196 207 508 597 760 760 989 1016 1017 907279 907279 907298 907350 907350 907371 907384 907389 907401 907403 1830495 1830495 1830726 1830879 1831026 1831084 1831976 1832301 1833475 1833475 2803262 2803448 2803578 2804177 2804200 2804282 2804282 2804345 2804345 2804417 3802895 3802975 3802988 3802997 3803046 3803046 3803065 3803073 3803083 3803110 4824459 4824462 4824462 4824464 4824478 4824482 4824484 4824490 4824490 4824493 6017167 6017190 6017202 6017248 6017319 6017330 6017357 6017357 6017409 6017472 7611300 7611312 7611339 7611339 7611374 7611431 7611445 7618188 7619748 7619753 9371429 9371429 9371523 9371885 9371885 9372341 9372361 9372375 9372666 9372895 11055638 11055638 11055641 11055747 11055747 11055748 11055748 11055748 11055780 11055784 12638617 12638617 12638674 12638682 12638682 12638685 12638685 12638685 12638685 12638689 14415833 14415934 14416314 14416314 14416314 14416452 14416460 14416514 14416533 14416533 15589738 15589738 15589744 15589744 15589750 15589780 15589801 15589811 15589819 15589826
600,6388916,340810,10,v,14 117 131 184 226 237 240 268 269 291 907249 907249 907299 907304 907304 907304 907339 907376 907693 907709 1830161 1830328 1830568 1830841 1830891 1831025 1831027 1831186 1831267 1831355 2803263 2803417 2803492 2803510 2803727 2803860 2803880 2803951 2803986 2804161 3802870 3802882 3802885 3802918 3802952 3802971 3802976 3802981 3803050 3803099 4824468 4824485 4824572 4824590 4824616 4824631 4824675 4824675 4824685 4824694 6017145 6017145 6017182 6017190 6017409 6017439 6017503 6017509 6017510 6017715 7607660 7610875 7611317 7611385 7611385 7611390 7614223 7616774 7620840 7620843 9371185 9371392 9371683 9371683 9371755 9371870 9371870 9372341 9372638 9372712 11054516 11054516 11054532 11054532 11054593 11055121 11055488 11055488 11055488 11055488 12638398 12638617 12638617 12638688 12638713 12638813 12638819 12638819 12638829 12638830 14415732 14415833 14415934 14415948 14416202 14416445 14416514 14416692 14416711 14416770 15589737 15589744 15589744 15589750 15589771 15589775 15589783 15589871 15589939 15589976
600,6388916,318107,00,a,23 59 113 462 579 621 647 689 874 891 907251 907357 907414 907450 907486 907597 907613 907641 907649 907649 1830227 1830301 1830301 1830339 1830471 1830534 1830559 1830751 1830914 1830974 2803297 2803297 2803331 2803385 2803385 2803667 2803729 2803729 2803898 2804125 3802869 3802869 3802908 3802920 3802924 3802953 3803022 3803022 3803022 3803078 4824553 4824559 4824582 4824698 4824793 4824806 4824847 4824923 4824960 4825000 6017192 6017332 6017336 6017358 6017369 6017399 6017399 6017399 6017450 6017471 7611274 7611427 7612456 7612456 7618446 7619807 7620044 7620693 7620731 7620809 9371129 9371129 9371329 9371391 9371391 9371391 9371402 9371402 9371529 9371529 11055517 11055619 11055720 11055720 11055722 11055727 11055728 11055747 11055777 11055814 12638458 12638569 12638569 12638669 12638669 12638705 12638783 12638841 12638841 12638883 14415757 14415757 14415757 14415966 14416282 14416296 14416296 14416321 14416335 14416387 15589737 15589757 15589768 15589932 15589936 15589947 15589948 15589949 15589952 15590126
600,6388916,312413,17,a,693 1303 2153 2319 3083 3370 5027 5027 5027 5027 908335 908335 910825 918099 923775 935925 940603 950523 953896 1006510 1858732 1861556 1861593 1861758 1864153 1877855 1896053 1901288 1941545 1941545 2805774 2811475 2812043 2825368 2829301 2829950 2832942 2833982 2835262 2835262 3807352 3813773 3817335 3817725 3818642 3819338 3819931 3819931 3819931 3822644 4827111 4827111 4828630 4837593 4837735 4838762 4839997 4840028 4840028 4846966 6025048 6026274 6035047 6037109 6037109 6037158 6038953 6043363 6044250 6044288 7621451 7621451 7621451 7621451 7623087 7623138 7623150 7626880 7626880 7630427 9376911 9379123 9385299 9385299 9407455 9409435 9409980 9409980 9409980 9413412 11055555 11055638 11055638 11056158 11057593 11057819 11057819 11057819 11058447 11066132 12638398 12638518 12638674 12638674 12638674 12638678 12638678 12638685 12638685 12638685 14408892 14415732 14415737 14415737 14415737 14415759 14415765 14415766 14415772 14415885 15589775 15589780 15589783 15589811 15589819 15589825 15589826 15589842 15589855 15589874
600,6388916,312346,17,2,693 1303 2153 2319 3083 3370 5027 5027 5027 5027 908335 908335 910825 918099 923775 935925 940603 950523 953896 1006510 1858732 1861556 1861593 1861758 1864153 1877855 1896053 1901288 1941545 1941545 2805774 2811475 2812043 2825368 2829301 2829950 2832942 2833982 2835262 2835262 3807352 3813773 3817335 3817725 3818642 3819338 3819931 3819931 3819931 3822644 4827111 4827111 4828630 4837593 4837735 4838762 4839997 4840028 4840028 4846966 6025048 6026274 6035047 6037109 6037109 6037158 6038953 6043363 6044250 6044288 7621451 7621451 7621451 7621451 7623087 7623138 7623150 7626880 7626880 7630427 9376911 9379123 9385299 9385299 9407455 9409435 9409980 9409980 9409980 9413412 11055555 11055638 11055638 11056158 11057593 11057819 11057819 11057819 11058447 11066132 12638398 12638518 12638674 12638674 12638674 12638678 12638678 12638685 12638685 12638685 14408892 14415732 14415737 14415737 14415737 14415759 14415765 14415766 14415772 14415885 15589775 15589780 15589783 15589811 15589819 15589825 15589826 15589842 15589855 15589874
600,6388916,195844,00,d,621 647 874 891 1038 1205 1299 1323 1353 1567 907414 907486 907597 907613 907641 907649 907649 907805 907849 907853 1830227 1830301 1830339 1830534 1830559 1830751 1830974 1831055 1831185 1831281 2803385 2803729 2803729 2804125 2804268 2804288 2804451 2804452 2804681 2804695 3802908 3802920 3802924 3802953 3803078 3803079 3803151 3803207 3803234 3803234 4824553 4824559 4824582 4824698 4824793 4824847 4824923 4824960 4825000 4825010 6017192 6017332 6017336 6017358 6017369 6017399 6017399 6017450 6017471 6017530 7611274 7611427 7618446 7619807 7620821 7620935 7621101 7621219 7621241 7621436 9371329 9371391 9371391 9371529 9371529 9371577 9371577 9371577 9371600 9371908 11055517 11055619 11055720 11055720 11055722 11055727 11055747 11055777 11055814 11055896 12638458 12638669 12638669 12638783 12638841 12638883 12638885 12638909 12638911 12638911 14415966 14416296 14416296 14416321 14416335 14416388 14416388 14420899 14421061 14421165 15589757 15589768 15589932 15589936 15589947 15589952 15590126 15590162 15590404 15590527
600,6388916,182060,00,c,59 647 689 874 1038 1323 1929 2024 2045 2142 907414 907486 907613 907641 907649 907649 907805 907849 907853 907927 1830227 1830301 1830339 1830534 1830559 1830751 1831055 1831190 1831281 1831363 2803331 2803385 2803729 2803729 2803898 2804210 2804232 2804268 2804288 2804681 3802908 3802920 3802924 3803078 3803151 3803207 3803234 3803234 3803456 3803456 4824553 4824793 4824806 4824847 4825032 4825032 4825071 4825160 4825226 4825303 6017192 6017332 6017369 6017399 6017399 6017399 6017471 6017530 6017602 6017631 7611274 7618446 7620693 7620879 7620935 7621122 7621436 7622024 7622157 7622193 9371129 9371329 9371391 9371391 9371577 9371577 9371577 9371600 9371908 9373175 11055517 11055720 11055720 11055722 11055727 11055728 11055777 11055896 11056009 11056011 12638705 12638783 12638841 12638883 12638887 12638940 12638941 12638946 12638947 12638947 14415757 14415757 14415757 14415966 14416282 14420899 14421061 14421174 14423188 14423188 15589757 15589768 15589932 15589936 15589948 15589949 15589952 15590527 15590776 15590892
600,6388916,148935,10,t,72 145 220 537 537 589 785 839 891 891 907702 907709 907828 908005 908059 908059 908095 908101 908251 908686 1830165 1830255 1830368 1830486 1830715 1830921 1831092 1831213 1831213 1831296 2803468 2803705 2803880 2803952 2804118 2804302 2804322 2804345 2804366 2804396 3802869 3802869 3803065 3803220 3803222 3803268 3803273 3803277 3803560 3803561 4824493 4824499 4824823 4824891 4825208 4825217 4825251 4825307 4825411 4825411 6017190 6017202 6017236 6017309 6017376 6017406 6017458 6017458 6017487 6017487 7619741 7619742 7619743 7619744 7619744 7619745 7619746 7619747 7619749 7619750 9371256 9371456 9371605 9371683 9372146 9372665 9372666 9372712 9373681 9373874 11055092 11055843 11055877 11055885 11055885 11055885 11055886 11055891 11055893 11055901 12638674 12638691 12638724 12638724 12638724 12638829 12638833 12638850 12638902 12638993 14416296 14416335 14416365 14416387 14416543 14416561 14416711 14422500 14423490 14425043 15589811 15589921 15589946 15589947 15590117 15590313 15590451 15590487 15590497 15590497
600,6388916,105422,10,c,124 238 427 508 597 657 711 760 891 891 907243 907269 907391 907434 907469 907469 907617 907757 907848 907857 1830239 1830521 1830568 1830626 1830891 1831186 1831449 1831456 1831773 1831789 2803342 2803543 2803646 2803727 2803986 2804103 2804265 2804265 2804265 2804396 3803104 3803109 3803226 3803276 3803410 3803503 3803513 3803553 3803593 3803739 4824640 4824717 4825296 4825357 4825516 4825536 4825603 4826185 4826883 4827307 6017202 6017202 6017217 6017236 6017437 6017510 6017510 6017533 6017571 6017577 7620012 7620829 7621568 7621639 7621639 7621993 7622013 7622685 7622690 7622879 9371240 9371885 9371885 9372753 9373468 9374313 9375862 9375879 9376706 9376836 11055810 11055820 11056782 11057209 11057332 11057655 11057697 11057746 11057780 11057819 12638818 12638847 12639443 12639443 12640124 12640217 12640565 12641948 12642022 12643362 14408892 14415886 14415934 14416692 14420899 14421059 14421201 14421327 14422500 14422601 15590451 15590451 15590767 15590801 15590892 15591182 15591479 15591510 15591510 15591573
600,6388916,94664,10,6,46558 95030 211786 247088 247088 247088 247088 247088 311318 336614 908638 908643 908650 908654 908656 908659 908665 908682 908686 908688 1993732 2033146 2090348 2102763 2102765 2102795 2102797 2102811 2102820 2102830 2804635 2847703 2850336 2882496 2882838 2943618 2943619 2943625 2943626 2943628 3803184 3803254 3803268 3803504 3803630 3806496 3807034 3808831 3808926 3808969 4825047 4825093 4825096 4825096 4825103 4825108 4825108 4825192 4825488 4825492 6017330 6017491 6017704 6017704 6017704 6017704 6017736 6018146 6018348 6018465 7609662 7609662 7609662 7621097 7621107 7621130 7621832 7623084 7623175 7623241 9371456 9371466 9371492 9371492 9371523 9371867 9372727 9372779 9373075 9373328 11056288 11057298 11057298 11057301 11057378 11057393 11057409 11057461 11057461 11057613 12644606 12648022 12650041 12650042 12650049 12650075 12650109 12650223 12651527 12651527 14415737 14415737 14415737 14415759 14415766 14415772 14416277 14416277 14416277 14416280 15589744 15589744 15589750 15589750 15589763 15589921 15589926 15589939 15589941 15589941
